repo_name,smell_code,type,level,year,file_size,loc,owner_type,language,size,contributors
filomovie/Dockerfile,DL3009,DL,info,2021,660,11,Organization,Python,16479,5
filomovie/Dockerfile,DL3008,DL,warning,2021,660,11,Organization,Python,16479,5
filomovie/Dockerfile,DL3015,DL,info,2021,660,11,Organization,Python,16479,5
filomovie/Dockerfile,DL3009,DL,info,2021,660,11,Organization,Python,16479,5
filomovie/Dockerfile,DL3042,DL,warning,2021,660,11,Organization,Python,16479,5
filomovie/Dockerfile,DL3059,DL,info,2021,660,11,Organization,Python,16479,5
filomovie/Dockerfile,DL3059,DL,info,2021,660,11,Organization,Python,16479,5
filomovie/Dockerfile,DL3059,DL,info,2021,660,11,Organization,Python,16479,5
filomovie/Dockerfile,DL3025,DL,warning,2021,660,11,Organization,Python,16479,5
soundbot-gui/Dockerfile,DL3004,DL,error,2021,832,22,User,TypeScript,2459,1
soundbot-gui/Dockerfile,DL3018,DL,warning,2021,832,22,User,TypeScript,2459,1
soundbot-gui/Dockerfile,DL3019,DL,info,2021,832,22,User,TypeScript,2459,1
soundbot-gui/Dockerfile,DL3059,DL,info,2021,832,22,User,TypeScript,2459,1
soundbot-gui/Dockerfile,DL3018,DL,warning,2021,832,22,User,TypeScript,2459,1
soundbot-gui/Dockerfile,DL3019,DL,info,2021,832,22,User,TypeScript,2459,1
MMGIS/Dockerfile,DL3009,DL,info,2021,471,11,User,JavaScript,82942,7
MMGIS/Dockerfile,DL3008,DL,warning,2021,471,11,User,JavaScript,82942,7
MMGIS/Dockerfile,DL3015,DL,info,2021,471,11,User,JavaScript,82942,7
MMGIS/Dockerfile,DL3059,DL,info,2021,471,11,User,JavaScript,82942,7
DataQualityControlTool/Dockerfile,DL3008,DL,warning,2021,401,7,Organization,Python,102566,4
DataQualityControlTool/Dockerfile,DL3009,DL,info,2021,401,7,Organization,Python,102566,4
DataQualityControlTool/Dockerfile,DL3042,DL,warning,2021,401,7,Organization,Python,102566,4
DataQualityControlTool/Dockerfile,DL3015,DL,info,2021,401,7,Organization,Python,102566,4
antares/Dockerfile,DL4000,DL,error,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3027,DL,warning,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3059,DL,info,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL4006,DL,warning,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3027,DL,warning,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3008,DL,warning,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3059,DL,info,2020,2282,34,User,Python,1176,2
antares/Dockerfile,SC2039,SC,warning,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3059,DL,info,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3013,DL,warning,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3042,DL,warning,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3059,DL,info,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3059,DL,info,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3059,DL,info,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3003,DL,warning,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3020,DL,error,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3003,DL,warning,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3059,DL,info,2020,2282,34,User,Python,1176,2
antares/Dockerfile,DL3059,DL,info,2020,2282,34,User,Python,1176,2
docker-tut/Dockerfile,DL3006,DL,warning,2020,814,7,User,Python,19,1
machine-config-operator/Dockerfile,DL3003,DL,warning,2021,846,12,User,Go,34898,30
fdk-portal/Dockerfile,DL3016,DL,warning,2021,1000,31,Organization,TypeScript,313774,30
fdk-portal/Dockerfile,DL3059,DL,info,2021,1000,31,Organization,TypeScript,313774,30
fdk-portal/Dockerfile,DL3059,DL,info,2021,1000,31,Organization,TypeScript,313774,30
concept-catalogue-gui/Dockerfile,DL3018,DL,warning,2021,1174,33,Organization,TypeScript,5985,15
concept-catalogue-gui/Dockerfile,DL3016,DL,warning,2021,1174,33,Organization,TypeScript,5985,15
concept-catalogue-gui/Dockerfile,DL3059,DL,info,2021,1174,33,Organization,TypeScript,5985,15
concept-catalogue-gui/Dockerfile,DL3059,DL,info,2021,1174,33,Organization,TypeScript,5985,15
concept-catalogue-gui/Dockerfile,DL3059,DL,info,2021,1174,33,Organization,TypeScript,5985,15
concept-catalogue-gui/Dockerfile,DL3059,DL,info,2021,1174,33,Organization,TypeScript,5985,15
fdk-reference-data/Dockerfile,DL3059,DL,info,2021,606,17,Organization,Java,10936,8
fdk-reference-data/Dockerfile,DL3025,DL,warning,2021,606,17,Organization,Java,10936,8
yolov5/Dockerfile,DL3027,DL,warning,2021,1984,11,User,Python,9754,30
yolov5/Dockerfile,DL3045,DL,warning,2021,1984,11,User,Python,9754,30
yolov5/Dockerfile,DL3042,DL,warning,2021,1984,11,User,Python,9754,30
yolov5/Dockerfile,DL3013,DL,warning,2021,1984,11,User,Python,9754,30
yolov5/Dockerfile,DL3059,DL,info,2021,1984,11,User,Python,9754,30
yolov5/Dockerfile,DL3042,DL,warning,2021,1984,11,User,Python,9754,30
yolov5/Dockerfile,DL3059,DL,info,2021,1984,11,User,Python,9754,30
yolov5/Dockerfile,DL3013,DL,warning,2021,1984,11,User,Python,9754,30
yolov5/Dockerfile,DL3059,DL,info,2021,1984,11,User,Python,9754,30
yolov5/Dockerfile,DL3042,DL,warning,2021,1984,11,User,Python,9754,30
NineChronicles/Dockerfile,DL3008,DL,warning,2021,1055,30,Organization,C#,954064,17
NineChronicles/Dockerfile,DL3015,DL,info,2021,1055,30,Organization,C#,954064,17
NineChronicles/Dockerfile,DL3059,DL,info,2021,1055,30,Organization,C#,954064,17
NineChronicles/Dockerfile,DL3059,DL,info,2021,1055,30,Organization,C#,954064,17
NineChronicles/Dockerfile,DL3027,DL,warning,2021,1055,30,Organization,C#,954064,17
voicevox/Dockerfile,DL3059,DL,info,2021,312,12,User,TypeScript,12316,30
voicevox/Dockerfile,DL3059,DL,info,2021,312,12,User,TypeScript,12316,30
voicevox/Dockerfile,DL4006,DL,warning,2021,312,12,User,TypeScript,12316,30
ca-myproperty/Dockerfile,DL3007,DL,warning,2021,202,11,User,Go,117,1
CSE442-Project/Dockerfile,DL3042,DL,warning,2021,218,7,User,Python,537,6
CSE442-Project/Dockerfile,DL3025,DL,warning,2021,218,7,User,Python,537,6
ProjectX/Dockerfile,DL3027,DL,warning,2021,1984,11,User,Python,355,2
ProjectX/Dockerfile,DL3045,DL,warning,2021,1984,11,User,Python,355,2
ProjectX/Dockerfile,DL3042,DL,warning,2021,1984,11,User,Python,355,2
ProjectX/Dockerfile,DL3013,DL,warning,2021,1984,11,User,Python,355,2
ProjectX/Dockerfile,DL3059,DL,info,2021,1984,11,User,Python,355,2
ProjectX/Dockerfile,DL3042,DL,warning,2021,1984,11,User,Python,355,2
ProjectX/Dockerfile,DL3059,DL,info,2021,1984,11,User,Python,355,2
ProjectX/Dockerfile,DL3013,DL,warning,2021,1984,11,User,Python,355,2
ProjectX/Dockerfile,DL3059,DL,info,2021,1984,11,User,Python,355,2
ProjectX/Dockerfile,DL3042,DL,warning,2021,1984,11,User,Python,355,2
edx-platform/Dockerfile,DL3027,DL,warning,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3059,DL,info,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3059,DL,info,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3042,DL,warning,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3059,DL,info,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3042,DL,warning,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3059,DL,info,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3059,DL,info,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3059,DL,info,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3025,DL,warning,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3042,DL,warning,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3013,DL,warning,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3025,DL,warning,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3025,DL,warning,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3013,DL,warning,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3042,DL,warning,,2616,72,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3025,DL,warning,,2616,72,Organization,Python,1317691,30
boot2docker-xfs-ng/Dockerfile,DL3008,DL,warning,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3047,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,SC2016,SC,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3047,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3059,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,SC1091,SC,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3059,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,SC2155,SC,warning,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3047,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,SC2016,SC,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3059,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3059,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3059,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,SC2016,SC,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3047,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3059,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3047,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3059,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,SC2014,SC,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3047,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3003,DL,warning,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3047,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,SC2164,SC,warning,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3059,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3047,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3047,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3047,DL,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3020,DL,error,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,SC2016,SC,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3008,DL,warning,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,SC2086,SC,info,2021,18487,403,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3059,DL,info,2021,18487,403,User,Shell,2220,1
svg-path-editor/Dockerfile,DL3059,DL,info,2021,206,9,User,TypeScript,9151,3
postgre-scheduler/Dockerfile,DL3018,DL,warning,2021,290,11,User,Go,27,1
postgre-scheduler/Dockerfile,DL3019,DL,info,2021,290,11,User,Go,27,1
postgre-scheduler/Dockerfile,DL3019,DL,info,2021,290,11,User,Go,27,1
postgre-scheduler/Dockerfile,DL3018,DL,warning,2021,290,11,User,Go,27,1
postgre-scheduler/Dockerfile,DL3059,DL,info,2021,290,11,User,Go,27,1
postgre-scheduler/Dockerfile,DL3018,DL,warning,2021,290,11,User,Go,27,1
postgre-scheduler/Dockerfile,DL3059,DL,info,2021,290,11,User,Go,27,1
postgre-scheduler/Dockerfile,DL3059,DL,info,2021,290,11,User,Go,27,1
Modergator/Dockerfile,DL3008,DL,warning,2021,280,8,User,Python,108131,3
Modergator/Dockerfile,DL3009,DL,info,2021,280,8,User,Python,108131,3
Modergator/Dockerfile,DL3015,DL,info,2021,280,8,User,Python,108131,3
Modergator/Dockerfile,DL3059,DL,info,2021,280,8,User,Python,108131,3
Modergator/Dockerfile,DL3059,DL,info,2021,280,8,User,Python,108131,3
Modergator/Dockerfile,DL3013,DL,warning,2021,280,8,User,Python,108131,3
Modergator/Dockerfile,DL3042,DL,warning,2021,280,8,User,Python,108131,3
Modergator/Dockerfile,DL3059,DL,info,2021,280,8,User,Python,108131,3
DeepLab-Training-Pipeline/Dockerfile,DL3015,DL,info,2021,721,12,User,Python,567,2
DeepLab-Training-Pipeline/Dockerfile,DL3008,DL,warning,2021,721,12,User,Python,567,2
DeepLab-Training-Pipeline/Dockerfile,DL3009,DL,info,2021,721,12,User,Python,567,2
DeepLab-Training-Pipeline/Dockerfile,DL3042,DL,warning,2021,721,12,User,Python,567,2
DeepLab-Training-Pipeline/Dockerfile,DL3013,DL,warning,2021,721,12,User,Python,567,2
DeepLab-Training-Pipeline/Dockerfile,DL3003,DL,warning,2021,721,12,User,Python,567,2
Backend-Studies/Dockerfile,DL3027,DL,warning,2021,229,4,User,JavaScript,328,1
full-stack-API/Dockerfile,DL3027,DL,warning,2021,86,4,User,JavaScript,268,1
rails-starter/Dockerfile,DL3018,DL,warning,2021,954,34,Organization,Ruby,6942,5
rails-starter/Dockerfile,DL3028,DL,warning,2021,954,34,Organization,Ruby,6942,5
rails-starter/Dockerfile,DL3059,DL,info,2021,954,34,Organization,Ruby,6942,5
rails-starter/Dockerfile,DL3060,DL,info,2021,954,34,Organization,Ruby,6942,5
rails-starter/Dockerfile,DL3059,DL,info,2021,954,34,Organization,Ruby,6942,5
rails-starter/Dockerfile,DL3059,DL,info,2021,954,34,Organization,Ruby,6942,5
rails-starter/Dockerfile,DL3025,DL,warning,2021,954,34,Organization,Ruby,6942,5
materialscommons/Dockerfile,DL3008,DL,warning,2020,387,9,Organization,PHP,16807,2
materialscommons/Dockerfile,DL3009,DL,info,2020,387,9,Organization,PHP,16807,2
materialscommons/Dockerfile,DL3015,DL,info,2020,387,9,Organization,PHP,16807,2
materialscommons/Dockerfile,DL3059,DL,info,2020,387,9,Organization,PHP,16807,2
materialscommons/Dockerfile,DL4006,DL,warning,2020,387,9,Organization,PHP,16807,2
materialscommons/Dockerfile,DL3059,DL,info,2020,387,9,Organization,PHP,16807,2
materialscommons/Dockerfile,DL3025,DL,warning,2020,387,9,Organization,PHP,16807,2
TheresNoDiscordBot/Dockerfile,DL3027,DL,warning,2021,357,10,Organization,Python,149,3
TheresNoDiscordBot/Dockerfile,DL3059,DL,info,2021,357,10,Organization,Python,149,3
TheresNoDiscordBot/Dockerfile,DL3027,DL,warning,2021,357,10,Organization,Python,149,3
TheresNoDiscordBot/Dockerfile,DL3020,DL,error,2021,357,10,Organization,Python,149,3
TheresNoDiscordBot/Dockerfile,DL3042,DL,warning,2021,357,10,Organization,Python,149,3
cwe_checker/Dockerfile,DL4006,DL,warning,2021,884,18,Organization,Rust,7815,6
cwe_checker/Dockerfile,DL3008,DL,warning,2021,884,18,Organization,Rust,7815,6
cwe_checker/Dockerfile,DL3015,DL,info,2021,884,18,Organization,Rust,7815,6
cwe_checker/Dockerfile,DL3009,DL,info,2021,884,18,Organization,Rust,7815,6
cwe_checker/Dockerfile,DL4006,DL,warning,2021,884,18,Organization,Rust,7815,6
cwe_checker/Dockerfile,DL3004,DL,error,2021,884,18,Organization,Rust,7815,6
sastre/Dockerfile,DL3013,DL,warning,2020,619,16,Organization,Python,580,4
sastre/Dockerfile,DL3018,DL,warning,2020,619,16,Organization,Python,580,4
jackhammer/Dockerfile,DL3008,DL,warning,2019,898,21,User,Java,66964,5
jackhammer/Dockerfile,DL3008,DL,warning,2019,898,21,User,Java,66964,5
jackhammer/Dockerfile,DL3015,DL,info,2019,898,21,User,Java,66964,5
jackhammer/Dockerfile,DL3009,DL,info,2019,898,21,User,Java,66964,5
jackhammer/Dockerfile,DL3059,DL,info,2019,898,21,User,Java,66964,5
jackhammer/Dockerfile,DL4006,DL,warning,2019,898,21,User,Java,66964,5
jackhammer/Dockerfile,DL3059,DL,info,2019,898,21,User,Java,66964,5
jackhammer/Dockerfile,DL3025,DL,warning,2019,898,21,User,Java,66964,5
cse546-project3/Dockerfile,DL3008,DL,warning,2021,2398,27,User,Python,12,1
cse546-project3/Dockerfile,DL3009,DL,info,2021,2398,27,User,Python,12,1
cse546-project3/Dockerfile,DL3015,DL,info,2021,2398,27,User,Python,12,1
cse546-project3/Dockerfile,SC2086,SC,info,2021,2398,27,User,Python,12,1
cse546-project3/Dockerfile,DL3059,DL,info,2021,2398,27,User,Python,12,1
cse546-project3/Dockerfile,DL3008,DL,warning,2021,2398,27,User,Python,12,1
cse546-project3/Dockerfile,DL3015,DL,info,2021,2398,27,User,Python,12,1
cse546-project3/Dockerfile,SC2086,SC,info,2021,2398,27,User,Python,12,1
cse546-project3/Dockerfile,DL3020,DL,error,2021,2398,27,User,Python,12,1
docs/Dockerfile,DL3008,DL,warning,2020,1889,42,User,Shell,54909,30
docs/Dockerfile,DL3059,DL,info,2020,1889,42,User,Shell,54909,30
docs/Dockerfile,DL3059,DL,info,2020,1889,42,User,Shell,54909,30
docs/Dockerfile,DL3059,DL,info,2020,1889,42,User,Shell,54909,30
docs/Dockerfile,DL3059,DL,info,2020,1889,42,User,Shell,54909,30
docs/Dockerfile,DL3059,DL,info,2020,1889,42,User,Shell,54909,30
docs/Dockerfile,DL3059,DL,info,2020,1889,42,User,Shell,54909,30
docs/Dockerfile,DL3059,DL,info,2020,1889,42,User,Shell,54909,30
docs/Dockerfile,DL3059,DL,info,2020,1889,42,User,Shell,54909,30
MUSIC/Dockerfile,DL3027,DL,warning,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3059,DL,info,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3027,DL,warning,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3059,DL,info,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3042,DL,warning,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3013,DL,warning,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3059,DL,info,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL4006,DL,warning,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3059,DL,info,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3008,DL,warning,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3015,DL,info,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3059,DL,info,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3059,DL,info,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3042,DL,warning,2021,344,12,User,Python,448,3
MUSIC/Dockerfile,DL3025,DL,warning,2021,344,12,User,Python,448,3
poziom-szczepien.github.io/Dockerfile,DL3008,DL,warning,2021,200,11,User,JavaScript,16008,2
poziom-szczepien.github.io/Dockerfile,DL3015,DL,info,2021,200,11,User,JavaScript,16008,2
poziom-szczepien.github.io/Dockerfile,DL3059,DL,info,2021,200,11,User,JavaScript,16008,2
poziom-szczepien.github.io/Dockerfile,DL3016,DL,warning,2021,200,11,User,JavaScript,16008,2
docker/Dockerfile,DL3018,DL,warning,2021,833,24,Organization,Shell,54,9
goof/Dockerfile,DL3059,DL,info,2021,222,10,User,JavaScript,5292,14
goof/Dockerfile,DL3059,DL,info,2021,222,10,User,JavaScript,5292,14
journaly/Dockerfile,DL3059,DL,info,2021,857,28,Organization,TypeScript,20450,11
journaly/Dockerfile,DL3059,DL,info,2021,857,28,Organization,TypeScript,20450,11
Node-RED-Docker/Dockerfile,DL3008,DL,warning,2019,1090,34,User,JavaScript,32,2
Node-RED-Docker/Dockerfile,DL3015,DL,info,2019,1090,34,User,JavaScript,32,2
Node-RED-Docker/Dockerfile,DL3059,DL,info,2019,1090,34,User,JavaScript,32,2
Node-RED-Docker/Dockerfile,DL3059,DL,info,2019,1090,34,User,JavaScript,32,2
Node-RED-Docker/Dockerfile,DL3008,DL,warning,2019,1090,34,User,JavaScript,32,2
Node-RED-Docker/Dockerfile,DL3015,DL,info,2019,1090,34,User,JavaScript,32,2
Node-RED-Docker/Dockerfile,DL3059,DL,info,2019,1090,34,User,JavaScript,32,2
Node-RED-Docker/Dockerfile,DL3059,DL,info,2019,1090,34,User,JavaScript,32,2
reviews-service/Dockerfile,DL3045,DL,warning,2021,547,4,Organization,JavaScript,33,1
janitor/Dockerfile,DL3032,DL,warning,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3033,DL,warning,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3059,DL,info,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3059,DL,info,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3059,DL,info,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3059,DL,info,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3059,DL,info,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3013,DL,warning,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3059,DL,info,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3042,DL,warning,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3059,DL,info,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3042,DL,warning,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3013,DL,warning,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3042,DL,warning,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL4006,DL,warning,2021,659,19,User,Python,131,2
janitor/Dockerfile,DL3059,DL,info,2021,659,19,User,Python,131,2
seeker/Dockerfile,DL3006,DL,warning,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL4006,DL,warning,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3059,DL,info,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3059,DL,info,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3059,DL,info,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3013,DL,warning,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3059,DL,info,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3013,DL,warning,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3059,DL,info,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3013,DL,warning,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3059,DL,info,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3000,DL,error,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3059,DL,info,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3059,DL,info,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL4006,DL,warning,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3059,DL,info,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3000,DL,error,2021,1245,28,User,Python,1971,1
seeker/Dockerfile,DL3025,DL,warning,2021,1245,28,User,Python,1971,1
jmeter-ibmmq/Dockerfile,DL4000,DL,error,2021,1990,30,User,Java,7972,10
jmeter-ibmmq/Dockerfile,DL3018,DL,warning,2021,1990,30,User,Java,7972,10
jmeter-ibmmq/Dockerfile,DL3019,DL,info,2021,1990,30,User,Java,7972,10
jmeter-ibmmq/Dockerfile,DL3059,DL,info,2021,1990,30,User,Java,7972,10
jmeter-ibmmq/Dockerfile,DL3025,DL,warning,2021,1990,30,User,Java,7972,10
Github-Visualizer/Dockerfile,DL3045,DL,warning,2021,891,10,User,Python,212,3
Github-Visualizer/Dockerfile,DL3042,DL,warning,2021,891,10,User,Python,212,3
kphp/Dockerfile,DL3008,DL,warning,2020,747,13,Organization,C++,31522,20
kphp/Dockerfile,DL4006,DL,warning,2020,747,13,Organization,C++,31522,20
kphp/Dockerfile,DL3059,DL,info,2020,747,13,Organization,C++,31522,20
kphp/Dockerfile,DL3059,DL,info,2020,747,13,Organization,C++,31522,20
oak/Dockerfile,DL3008,DL,warning,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3008,DL,warning,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3059,DL,info,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3008,DL,warning,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3059,DL,info,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3059,DL,info,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3059,DL,info,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3059,DL,info,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3059,DL,info,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3059,DL,info,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3059,DL,info,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3059,DL,info,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3059,DL,info,2021,14258,199,Organization,Rust,94719,26
oak/Dockerfile,DL3059,DL,info,2021,14258,199,Organization,Rust,94719,26
udemy-docker/Dockerfile,DL3006,DL,warning,2021,325,9,User,JavaScript,31,1
container-ci-demo/Dockerfile,DL3045,DL,warning,2021,189,4,User,Java,215,1
version-comparison-heatmap/Dockerfile,DL3007,DL,warning,2021,862,19,User,JavaScript,25,1
version-comparison-heatmap/Dockerfile,DL3009,DL,info,2021,862,19,User,JavaScript,25,1
version-comparison-heatmap/Dockerfile,DL3059,DL,info,2021,862,19,User,JavaScript,25,1
version-comparison-heatmap/Dockerfile,DL3008,DL,warning,2021,862,19,User,JavaScript,25,1
version-comparison-heatmap/Dockerfile,DL3015,DL,info,2021,862,19,User,JavaScript,25,1
version-comparison-heatmap/Dockerfile,DL3059,DL,info,2021,862,19,User,JavaScript,25,1
Juniorgram/Dockerfile,DL3006,DL,warning,2021,123,4,User,C++,4188,13
mediapipe-1/Dockerfile,DL3007,DL,warning,2019,2044,34,User,C++,208000,3
mediapipe-1/Dockerfile,DL4000,DL,error,2019,2044,34,User,C++,208000,3
mediapipe-1/Dockerfile,DL3008,DL,warning,2019,2044,34,User,C++,208000,3
mediapipe-1/Dockerfile,DL3015,DL,info,2019,2044,34,User,C++,208000,3
mediapipe-1/Dockerfile,DL3013,DL,warning,2019,2044,34,User,C++,208000,3
mediapipe-1/Dockerfile,DL3042,DL,warning,2019,2044,34,User,C++,208000,3
mediapipe-1/Dockerfile,DL3059,DL,info,2019,2044,34,User,C++,208000,3
mediapipe-1/Dockerfile,DL3042,DL,warning,2019,2044,34,User,C++,208000,3
mediapipe-1/Dockerfile,DL3059,DL,info,2019,2044,34,User,C++,208000,3
mediapipe-1/Dockerfile,DL3013,DL,warning,2019,2044,34,User,C++,208000,3
mediapipe-1/Dockerfile,DL3047,DL,info,2019,2044,34,User,C++,208000,3
