repo_name,smell_code,type,level,year,owner_type,language,size,contributors
filomovie/Dockerfile,DL3008,DL,warning,2021,Organization,Python,16479,5
filomovie/Dockerfile,DL3042,DL,warning,2021,Organization,Python,16479,5
filomovie/Dockerfile,DL3025,DL,warning,2021,Organization,Python,16479,5
soundbot-gui/Dockerfile,DL3004,DL,error,2021,User,TypeScript,2459,1
soundbot-gui/Dockerfile,DL3018,DL,warning,2021,User,TypeScript,2459,1
soundbot-gui/Dockerfile,DL3018,DL,warning,2021,User,TypeScript,2459,1
MMGIS/Dockerfile,DL3008,DL,warning,2021,User,JavaScript,82942,7
DataQualityControlTool/Dockerfile,DL3008,DL,warning,2021,Organization,Python,102566,4
DataQualityControlTool/Dockerfile,DL3042,DL,warning,2021,Organization,Python,102566,4
antares/Dockerfile,DL4000,DL,error,2020,User,Python,1176,2
antares/Dockerfile,DL3027,DL,warning,2020,User,Python,1176,2
antares/Dockerfile,DL4006,DL,warning,2020,User,Python,1176,2
antares/Dockerfile,DL3027,DL,warning,2020,User,Python,1176,2
antares/Dockerfile,DL3008,DL,warning,2020,User,Python,1176,2
antares/Dockerfile,SC2039,SC,warning,2020,User,Python,1176,2
antares/Dockerfile,DL3013,DL,warning,2020,User,Python,1176,2
antares/Dockerfile,DL3042,DL,warning,2020,User,Python,1176,2
antares/Dockerfile,DL3003,DL,warning,2020,User,Python,1176,2
antares/Dockerfile,DL3020,DL,error,2020,User,Python,1176,2
antares/Dockerfile,DL3003,DL,warning,2020,User,Python,1176,2
docker-tut/Dockerfile,DL3006,DL,warning,2020,User,Python,19,1
machine-config-operator/Dockerfile,DL3003,DL,warning,2021,User,Go,34898,30
fdk-portal/Dockerfile,DL3016,DL,warning,2021,Organization,TypeScript,313774,30
concept-catalogue-gui/Dockerfile,DL3018,DL,warning,2021,Organization,TypeScript,5985,15
concept-catalogue-gui/Dockerfile,DL3016,DL,warning,2021,Organization,TypeScript,5985,15
fdk-reference-data/Dockerfile,DL3025,DL,warning,2021,Organization,Java,10936,8
yolov5/Dockerfile,DL3027,DL,warning,2021,User,Python,9754,30
yolov5/Dockerfile,DL3045,DL,warning,2021,User,Python,9754,30
yolov5/Dockerfile,DL3042,DL,warning,2021,User,Python,9754,30
yolov5/Dockerfile,DL3013,DL,warning,2021,User,Python,9754,30
yolov5/Dockerfile,DL3042,DL,warning,2021,User,Python,9754,30
yolov5/Dockerfile,DL3013,DL,warning,2021,User,Python,9754,30
yolov5/Dockerfile,DL3042,DL,warning,2021,User,Python,9754,30
NineChronicles/Dockerfile,DL3008,DL,warning,2021,Organization,C#,954064,17
NineChronicles/Dockerfile,DL3027,DL,warning,2021,Organization,C#,954064,17
voicevox/Dockerfile,DL4006,DL,warning,2021,User,TypeScript,12316,30
ca-myproperty/Dockerfile,DL3007,DL,warning,2021,User,Go,117,1
CSE442-Project/Dockerfile,DL3042,DL,warning,2021,User,Python,537,6
CSE442-Project/Dockerfile,DL3025,DL,warning,2021,User,Python,537,6
ProjectX/Dockerfile,DL3027,DL,warning,2021,User,Python,355,2
ProjectX/Dockerfile,DL3045,DL,warning,2021,User,Python,355,2
ProjectX/Dockerfile,DL3042,DL,warning,2021,User,Python,355,2
ProjectX/Dockerfile,DL3013,DL,warning,2021,User,Python,355,2
ProjectX/Dockerfile,DL3042,DL,warning,2021,User,Python,355,2
ProjectX/Dockerfile,DL3013,DL,warning,2021,User,Python,355,2
ProjectX/Dockerfile,DL3042,DL,warning,2021,User,Python,355,2
edx-platform/Dockerfile,DL3027,DL,warning,,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3042,DL,warning,,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3042,DL,warning,,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3025,DL,warning,,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3042,DL,warning,,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3013,DL,warning,,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3025,DL,warning,,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3025,DL,warning,,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3013,DL,warning,,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3042,DL,warning,,Organization,Python,1317691,30
edx-platform/Dockerfile,DL3025,DL,warning,,Organization,Python,1317691,30
boot2docker-xfs-ng/Dockerfile,DL3008,DL,warning,2021,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,SC2155,SC,warning,2021,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3003,DL,warning,2021,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,SC2164,SC,warning,2021,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3020,DL,error,2021,User,Shell,2220,1
boot2docker-xfs-ng/Dockerfile,DL3008,DL,warning,2021,User,Shell,2220,1
postgre-scheduler/Dockerfile,DL3018,DL,warning,2021,User,Go,27,1
postgre-scheduler/Dockerfile,DL3018,DL,warning,2021,User,Go,27,1
postgre-scheduler/Dockerfile,DL3018,DL,warning,2021,User,Go,27,1
Modergator/Dockerfile,DL3008,DL,warning,2021,User,Python,108131,3
Modergator/Dockerfile,DL3013,DL,warning,2021,User,Python,108131,3
Modergator/Dockerfile,DL3042,DL,warning,2021,User,Python,108131,3
DeepLab-Training-Pipeline/Dockerfile,DL3008,DL,warning,2021,User,Python,567,2
DeepLab-Training-Pipeline/Dockerfile,DL3042,DL,warning,2021,User,Python,567,2
DeepLab-Training-Pipeline/Dockerfile,DL3013,DL,warning,2021,User,Python,567,2
DeepLab-Training-Pipeline/Dockerfile,DL3003,DL,warning,2021,User,Python,567,2
Backend-Studies/Dockerfile,DL3027,DL,warning,2021,User,JavaScript,328,1
full-stack-API/Dockerfile,DL3027,DL,warning,2021,User,JavaScript,268,1
rails-starter/Dockerfile,DL3018,DL,warning,2021,Organization,Ruby,6942,5
rails-starter/Dockerfile,DL3028,DL,warning,2021,Organization,Ruby,6942,5
rails-starter/Dockerfile,DL3025,DL,warning,2021,Organization,Ruby,6942,5
materialscommons/Dockerfile,DL3008,DL,warning,2020,Organization,PHP,16807,2
materialscommons/Dockerfile,DL4006,DL,warning,2020,Organization,PHP,16807,2
materialscommons/Dockerfile,DL3025,DL,warning,2020,Organization,PHP,16807,2
TheresNoDiscordBot/Dockerfile,DL3027,DL,warning,2021,Organization,Python,149,3
TheresNoDiscordBot/Dockerfile,DL3027,DL,warning,2021,Organization,Python,149,3
TheresNoDiscordBot/Dockerfile,DL3020,DL,error,2021,Organization,Python,149,3
TheresNoDiscordBot/Dockerfile,DL3042,DL,warning,2021,Organization,Python,149,3
cwe_checker/Dockerfile,DL4006,DL,warning,2021,Organization,Rust,7815,6
cwe_checker/Dockerfile,DL3008,DL,warning,2021,Organization,Rust,7815,6
cwe_checker/Dockerfile,DL4006,DL,warning,2021,Organization,Rust,7815,6
cwe_checker/Dockerfile,DL3004,DL,error,2021,Organization,Rust,7815,6
sastre/Dockerfile,DL3013,DL,warning,2020,Organization,Python,580,4
sastre/Dockerfile,DL3018,DL,warning,2020,Organization,Python,580,4
jackhammer/Dockerfile,DL3008,DL,warning,2019,User,Java,66964,5
jackhammer/Dockerfile,DL3008,DL,warning,2019,User,Java,66964,5
jackhammer/Dockerfile,DL4006,DL,warning,2019,User,Java,66964,5
jackhammer/Dockerfile,DL3025,DL,warning,2019,User,Java,66964,5
cse546-project3/Dockerfile,DL3008,DL,warning,2021,User,Python,12,1
cse546-project3/Dockerfile,DL3008,DL,warning,2021,User,Python,12,1
cse546-project3/Dockerfile,DL3020,DL,error,2021,User,Python,12,1
docs/Dockerfile,DL3008,DL,warning,2020,User,Shell,54909,30
MUSIC/Dockerfile,DL3027,DL,warning,2021,User,Python,448,3
MUSIC/Dockerfile,DL3027,DL,warning,2021,User,Python,448,3
MUSIC/Dockerfile,DL3042,DL,warning,2021,User,Python,448,3
MUSIC/Dockerfile,DL3013,DL,warning,2021,User,Python,448,3
MUSIC/Dockerfile,DL4006,DL,warning,2021,User,Python,448,3
MUSIC/Dockerfile,DL3008,DL,warning,2021,User,Python,448,3
MUSIC/Dockerfile,DL3042,DL,warning,2021,User,Python,448,3
MUSIC/Dockerfile,DL3025,DL,warning,2021,User,Python,448,3
poziom-szczepien.github.io/Dockerfile,DL3008,DL,warning,2021,User,JavaScript,16008,2
poziom-szczepien.github.io/Dockerfile,DL3016,DL,warning,2021,User,JavaScript,16008,2
docker/Dockerfile,DL3018,DL,warning,2021,Organization,Shell,54,9
Node-RED-Docker/Dockerfile,DL3008,DL,warning,2019,User,JavaScript,32,2
Node-RED-Docker/Dockerfile,DL3008,DL,warning,2019,User,JavaScript,32,2
reviews-service/Dockerfile,DL3045,DL,warning,2021,Organization,JavaScript,33,1
janitor/Dockerfile,DL3032,DL,warning,2021,User,Python,131,2
janitor/Dockerfile,DL3033,DL,warning,2021,User,Python,131,2
janitor/Dockerfile,DL3013,DL,warning,2021,User,Python,131,2
janitor/Dockerfile,DL3042,DL,warning,2021,User,Python,131,2
janitor/Dockerfile,DL3042,DL,warning,2021,User,Python,131,2
janitor/Dockerfile,DL3013,DL,warning,2021,User,Python,131,2
janitor/Dockerfile,DL3042,DL,warning,2021,User,Python,131,2
janitor/Dockerfile,DL4006,DL,warning,2021,User,Python,131,2
seeker/Dockerfile,DL3006,DL,warning,2021,User,Python,1971,1
seeker/Dockerfile,DL4006,DL,warning,2021,User,Python,1971,1
seeker/Dockerfile,DL3013,DL,warning,2021,User,Python,1971,1
seeker/Dockerfile,DL3013,DL,warning,2021,User,Python,1971,1
seeker/Dockerfile,DL3013,DL,warning,2021,User,Python,1971,1
seeker/Dockerfile,DL3000,DL,error,2021,User,Python,1971,1
seeker/Dockerfile,DL4006,DL,warning,2021,User,Python,1971,1
seeker/Dockerfile,DL3000,DL,error,2021,User,Python,1971,1
seeker/Dockerfile,DL3025,DL,warning,2021,User,Python,1971,1
jmeter-ibmmq/Dockerfile,DL4000,DL,error,2021,User,Java,7972,10
jmeter-ibmmq/Dockerfile,DL3018,DL,warning,2021,User,Java,7972,10
jmeter-ibmmq/Dockerfile,DL3025,DL,warning,2021,User,Java,7972,10
Github-Visualizer/Dockerfile,DL3045,DL,warning,2021,User,Python,212,3
Github-Visualizer/Dockerfile,DL3042,DL,warning,2021,User,Python,212,3
kphp/Dockerfile,DL3008,DL,warning,2020,Organization,C++,31522,20
kphp/Dockerfile,DL4006,DL,warning,2020,Organization,C++,31522,20
oak/Dockerfile,DL3008,DL,warning,2021,Organization,Rust,94719,26
oak/Dockerfile,DL3008,DL,warning,2021,Organization,Rust,94719,26
oak/Dockerfile,DL3008,DL,warning,2021,Organization,Rust,94719,26
udemy-docker/Dockerfile,DL3006,DL,warning,2021,User,JavaScript,31,1
container-ci-demo/Dockerfile,DL3045,DL,warning,2021,User,Java,215,1
version-comparison-heatmap/Dockerfile,DL3007,DL,warning,2021,User,JavaScript,25,1
version-comparison-heatmap/Dockerfile,DL3008,DL,warning,2021,User,JavaScript,25,1
Juniorgram/Dockerfile,DL3006,DL,warning,2021,User,C++,4188,13
mediapipe-1/Dockerfile,DL3007,DL,warning,2019,User,C++,208000,3
mediapipe-1/Dockerfile,DL4000,DL,error,2019,User,C++,208000,3
mediapipe-1/Dockerfile,DL3008,DL,warning,2019,User,C++,208000,3
mediapipe-1/Dockerfile,DL3013,DL,warning,2019,User,C++,208000,3
mediapipe-1/Dockerfile,DL3042,DL,warning,2019,User,C++,208000,3
mediapipe-1/Dockerfile,DL3042,DL,warning,2019,User,C++,208000,3
mediapipe-1/Dockerfile,DL3013,DL,warning,2019,User,C++,208000,3
filum-java-sdk/Dockerfile,DL3025,DL,warning,2021,Organization,Java,45096,1
gdc-pipeline/Dockerfile,DL3008,DL,warning,2021,User,Python,10,1
Hilary/Dockerfile,DL3018,DL,warning,2021,User,JavaScript,32164,23
Hilary/Dockerfile,DL3018,DL,warning,2021,User,JavaScript,32164,23
PingerBotTEST/Dockerfile,DL3006,DL,warning,2021,User,Python,155,2
PingerBot/Dockerfile,DL3006,DL,warning,2021,User,Python,596,2
mongo-s3-dumper/Dockerfile,DL3013,DL,warning,2021,User,Shell,2,1
mongo-s3-dumper/Dockerfile,DL3018,DL,warning,2021,User,Shell,2,1
mongo-s3-dumper/Dockerfile,DL3042,DL,warning,2021,User,Shell,2,1
mongo-s3-dumper/Dockerfile,DL3025,DL,warning,2021,User,Shell,2,1
avatarify-open-fork/Dockerfile,DL3008,DL,warning,2021,User,Python,15136,1
avatarify-open-fork/Dockerfile,DL3013,DL,warning,2021,User,Python,15136,1
avatarify-open-fork/Dockerfile,DL3042,DL,warning,2021,User,Python,15136,1
avatarify-open-fork/Dockerfile,DL3003,DL,warning,2021,User,Python,15136,1
avatarify-open-fork/Dockerfile,DL3042,DL,warning,2021,User,Python,15136,1
server-ip-addresses/Dockerfile,DL3018,DL,warning,2020,User,Shell,1904,2
server-ip-addresses/Dockerfile,DL3045,DL,warning,2020,User,Shell,1904,2
istio-coredns-plugin/Dockerfile,DL3006,DL,warning,2021,Organization,Go,41063,9
istio-coredns-plugin/Dockerfile,DL3008,DL,warning,2021,Organization,Go,41063,9
istio-coredns-plugin/Dockerfile,DL3020,DL,error,2021,Organization,Go,41063,9
istio-coredns-plugin/Dockerfile,DL3025,DL,warning,2021,Organization,Go,41063,9
Kamodo/Dockerfile,DL3007,DL,warning,2021,User,Jupyter Notebook,59728,8
Kamodo/Dockerfile,DL3042,DL,warning,2021,User,Jupyter Notebook,59728,8
Kamodo/Dockerfile,DL3013,DL,warning,2021,User,Jupyter Notebook,59728,8
Kamodo/Dockerfile,DL3013,DL,warning,2021,User,Jupyter Notebook,59728,8
Kamodo/Dockerfile,DL3042,DL,warning,2021,User,Jupyter Notebook,59728,8
Kamodo/Dockerfile,DL3000,DL,error,2021,User,Jupyter Notebook,59728,8
technical-challenge/Dockerfile,DL3008,DL,warning,2021,User,Ruby,732,3
technical-challenge/Dockerfile,DL3016,DL,warning,2021,User,Ruby,732,3
technical-challenge/Dockerfile,DL3008,DL,warning,2021,User,Ruby,732,3
ssp-operator/Dockerfile,DL3006,DL,warning,2021,User,Go,14377,7
minsky/Dockerfile,DL3006,DL,warning,2020,User,C++,84438,9
minsky/Dockerfile,DL3003,DL,warning,2020,User,C++,84438,9
WitchTrade-FE/Dockerfile,DL3018,DL,warning,2021,Organization,TypeScript,3311,1
nap_cash_registers/Dockerfile,DL3020,DL,error,2021,User,JavaScript,3719,2
quiche/Dockerfile,DL3008,DL,warning,2021,User,Rust,17387,30
quiche/Dockerfile,DL3007,DL,warning,2021,User,Rust,17387,30
quiche/Dockerfile,DL3008,DL,warning,2021,User,Rust,17387,30
quiche/Dockerfile,DL3007,DL,warning,2021,User,Rust,17387,30
livekit-server/Dockerfile,DL3006,DL,warning,2021,User,Go,1715,14
javascript-functions/Dockerfile,DL3020,DL,error,2019,User,JavaScript,264,3
Emergya/Dockerfile,DL3008,DL,warning,2021,User,PHP,1195,1
yearn-exporter/Dockerfile,DL3020,DL,error,2021,Organization,Python,594,19
yearn-exporter/Dockerfile,DL3042,DL,warning,2021,Organization,Python,594,19
yearn-exporter/Dockerfile,DL3020,DL,error,2021,Organization,Python,594,19
private-alonzo-testnet/Dockerfile,DL3008,DL,warning,2021,Organization,Shell,592,2
private-alonzo-testnet/Dockerfile,DL3008,DL,warning,2021,Organization,Shell,592,2
woody_woodpacker/Dockerfile,DL3027,DL,warning,2021,User,C,352,1
woody_woodpacker/Dockerfile,DL3027,DL,warning,2021,User,C,352,1
woody_woodpacker/Dockerfile,DL3027,DL,warning,2021,User,C,352,1
woody_woodpacker/Dockerfile,DL3027,DL,warning,2021,User,C,352,1
woody_woodpacker/Dockerfile,DL3025,DL,warning,2021,User,C,352,1
qmk_firmware/Dockerfile,DL3006,DL,warning,2019,User,C,179149,30
qmk_firmware/Dockerfile,DL3025,DL,warning,2019,User,C,179149,30
reviews/Dockerfile,DL3045,DL,warning,2021,User,Python,1253,8
reviews/Dockerfile,DL3013,DL,warning,2021,User,Python,1253,8
reviews/Dockerfile,DL3042,DL,warning,2021,User,Python,1253,8
Statistic-chart-generator/Dockerfile,DL3027,DL,warning,2021,Organization,Java,449,6
Statistic-chart-generator/Dockerfile,DL3027,DL,warning,2021,Organization,Java,449,6
resource-catalogue/Dockerfile,SC2039,SC,warning,2021,Organization,Java,4202,8
resource-catalogue/Dockerfile,SC2039,SC,warning,2021,Organization,Java,4202,8
resource-catalogue/Dockerfile,DL4000,DL,error,2021,Organization,Java,4202,8
collector/Dockerfile,DL4000,DL,error,2021,Organization,Go,22525,10
collector/Dockerfile,DL3018,DL,warning,2021,Organization,Go,22525,10
oereb_client/Dockerfile,DL3018,DL,warning,2021,Organization,JavaScript,9100,7
oereb_client/Dockerfile,DL3018,DL,warning,2021,Organization,JavaScript,9100,7
python-test-runner/Dockerfile,DL3042,DL,warning,2021,User,Python,180,9
python-test-runner/Dockerfile,DL3008,DL,warning,2021,User,Python,180,9
neptune-discord-agent/Dockerfile,DL3020,DL,error,2021,Organization,TypeScript,261,1
hedera-services/Dockerfile,DL3008,DL,warning,2021,Organization,Java,150584,26
hedera-services/Dockerfile,DL3008,DL,warning,2021,Organization,Java,150584,26
hedera-services/Dockerfile,DL4006,DL,warning,2021,Organization,Java,150584,26
mynumbercard_statistics/Dockerfile,DL3013,DL,warning,2021,Organization,Python,10543,8
mynumbercard_statistics/Dockerfile,DL3042,DL,warning,2021,Organization,Python,10543,8
mynumbercard_statistics/Dockerfile,DL3008,DL,warning,2021,Organization,Python,10543,8
mynumbercard_statistics/Dockerfile,DL3045,DL,warning,2021,Organization,Python,10543,8
Meridio-Operator/Dockerfile,DL3006,DL,warning,2021,Organization,Go,850,3
Meridio-Operator/Dockerfile,DL3006,DL,warning,2021,Organization,Go,850,3
cmd-nse-icmp-responder/Dockerfile,DL4006,DL,warning,2021,Organization,Go,621,11
cmd-nse-icmp-responder/Dockerfile,DL3025,DL,warning,2021,Organization,Go,621,11
cmd-nse-icmp-responder/Dockerfile,DL3025,DL,warning,2021,Organization,Go,621,11
cmd-nse-icmp-responder/Dockerfile,DL3006,DL,warning,2021,Organization,Go,621,11
baremetal-operator/Dockerfile,DL3007,DL,warning,2021,Organization,Go,60028,30
nfqueue-loadbalancer/Dockerfile,DL3027,DL,warning,2021,Organization,C,825,1
ironic-image/Dockerfile,DL3006,DL,warning,2021,Organization,Shell,467,30
ironic-image/Dockerfile,DL3041,DL,warning,2021,Organization,Shell,467,30
ironic-image/Dockerfile,DL3040,DL,warning,2021,Organization,Shell,467,30
ironic-image/Dockerfile,DL3003,DL,warning,2021,Organization,Shell,467,30
ironic-image/Dockerfile,DL3041,DL,warning,2021,Organization,Shell,467,30
ironic-image/Dockerfile,SC2046,SC,warning,2021,Organization,Shell,467,30
ironic-image/Dockerfile,DL3040,DL,warning,2021,Organization,Shell,467,30
ironic-image/Dockerfile,DL3006,DL,warning,2021,Organization,Shell,467,30
cluster-api-provider-metal3/Dockerfile,DL3007,DL,warning,2021,Organization,Go,71481,30
SeleniumBase/Dockerfile,DL3008,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3008,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL4006,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3008,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3008,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL4001,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,SC2046,SC,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3003,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL4006,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3008,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3042,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3013,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3013,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3042,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3013,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3042,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3003,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3042,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL3003,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL4001,DL,warning,2021,Organization,Python,13576,24
SeleniumBase/Dockerfile,DL4001,DL,warning,2021,Organization,Python,13576,24
Tele-LeechX/Dockerfile,DL3027,DL,warning,2021,User,Python,1254,15
topology/Dockerfile,DL3033,DL,warning,2021,Organization,Python,11867,30
swarm/Dockerfile,DL3007,DL,warning,2021,User,C++,4142,5
swarm/Dockerfile,DL3018,DL,warning,2021,User,C++,4142,5
pyobs-core/Dockerfile,DL3042,DL,warning,2019,Organization,Python,2780,1
abalone/Dockerfile,DL3018,DL,warning,2021,User,Ruby,5463,30
abalone/Dockerfile,DL3021,DL,error,2021,User,Ruby,5463,30
abalone/Dockerfile,DL3018,DL,warning,2021,User,Ruby,5463,30
vtr-verilog-to-routing/Dockerfile,DL3008,DL,warning,2021,User,C++,199318,30
vtr-verilog-to-routing/Dockerfile,DL3008,DL,warning,2021,User,C++,199318,30
vtr-verilog-to-routing/Dockerfile,DL3008,DL,warning,2021,User,C++,199318,30
vtr-verilog-to-routing/Dockerfile,DL4006,DL,warning,2021,User,C++,199318,30
vtr-verilog-to-routing/Dockerfile,DL3003,DL,warning,2021,User,C++,199318,30
canvas-lms/Dockerfile,DL3008,DL,warning,2021,Organization,Ruby,907131,30
canvas-lms/Dockerfile,DL4006,DL,warning,2021,Organization,Ruby,907131,30
canvas-lms/Dockerfile,DL4006,DL,warning,2021,Organization,Ruby,907131,30
canvas-lms/Dockerfile,DL3027,DL,warning,2021,Organization,Ruby,907131,30
canvas-lms/Dockerfile,DL3003,DL,warning,2021,Organization,Ruby,907131,30
canvas-lms/Dockerfile,SC2038,SC,warning,2021,Organization,Ruby,907131,30
canvas-lms/Dockerfile,DL4006,DL,warning,2021,Organization,Ruby,907131,30
forklift-controller/Dockerfile,DL3045,DL,warning,2021,User,Go,34940,7
octobot/Dockerfile,DL3007,DL,warning,2018,Organization,Rust,1319,12
octobot/Dockerfile,DL3008,DL,warning,2018,Organization,Rust,1319,12
octobot/Dockerfile,DL3020,DL,error,2018,Organization,Rust,1319,12
octobot/Dockerfile,DL3020,DL,error,2018,Organization,Rust,1319,12
lighthouse/Dockerfile,DL3008,DL,warning,2021,User,Rust,73009,30
lighthouse/Dockerfile,DL3045,DL,warning,2021,User,Rust,73009,30
lighthouse/Dockerfile,DL3003,DL,warning,2021,User,Rust,73009,30
lighthouse/Dockerfile,DL3008,DL,warning,2021,User,Rust,73009,30
jukebox/Dockerfile,DL3045,DL,warning,2021,User,TypeScript,5998,8
jukebox/Dockerfile,DL3045,DL,warning,2021,User,TypeScript,5998,8
jukebox/Dockerfile,DL3045,DL,warning,2021,User,TypeScript,5998,8
jukebox/Dockerfile,DL3018,DL,warning,2021,User,TypeScript,5998,8
jukebox/Dockerfile,DL3045,DL,warning,2021,User,TypeScript,5998,8
jukebox/Dockerfile,DL3045,DL,warning,2021,User,TypeScript,5998,8
jukebox/Dockerfile,DL3045,DL,warning,2021,User,TypeScript,5998,8
jukebox/Dockerfile,DL3045,DL,warning,2021,User,TypeScript,5998,8
dns-project/Dockerfile,DL3007,DL,warning,2021,User,Shell,18,2
dns-project/Dockerfile,DL3008,DL,warning,2021,User,Shell,18,2
JS-RatingsCalculator/Dockerfile,DL3020,DL,error,2019,User,JavaScript,120,1
nova/Dockerfile,DL3008,DL,warning,2020,Organization,TypeScript,9099,21
nova/Dockerfile,DL3008,DL,warning,2020,Organization,TypeScript,9099,21
nova/Dockerfile,DL4006,DL,warning,2020,Organization,TypeScript,9099,21
fhir-server/Dockerfile,DL3008,DL,warning,2021,Organization,JavaScript,49691,22
fhir-server/Dockerfile,DL3003,DL,warning,2021,Organization,JavaScript,49691,22
emupedia.github.io/Dockerfile,DL3007,DL,warning,2019,Organization,JavaScript,398262,2
emupedia.github.io/Dockerfile,DL3002,DL,warning,2019,Organization,JavaScript,398262,2
emupedia.github.io/Dockerfile,DL3008,DL,warning,2019,Organization,JavaScript,398262,2
lite-bitcoin-rpc/Dockerfile,DL3008,DL,warning,2021,Organization,Java,224,3
lite-bitcoin-rpc/Dockerfile,DL3008,DL,warning,2021,Organization,Java,224,3
lite-bitcoin-rpc/Dockerfile,DL3008,DL,warning,2021,Organization,Java,224,3
lite-bitcoin-rpc/Dockerfile,DL3000,DL,error,2021,Organization,Java,224,3
JRPClightning/Dockerfile,DL3008,DL,warning,2021,Organization,Java,1877,6
JRPClightning/Dockerfile,DL3008,DL,warning,2021,Organization,Java,1877,6
JRPClightning/Dockerfile,DL3008,DL,warning,2021,Organization,Java,1877,6
JRPClightning/Dockerfile,DL3003,DL,warning,2021,Organization,Java,1877,6
JRPClightning/Dockerfile,DL3000,DL,error,2021,Organization,Java,1877,6
Dashboard/Dockerfile,DL3007,DL,warning,2021,Organization,TypeScript,104,1
Dashboard/Dockerfile,DL3027,DL,warning,2021,Organization,TypeScript,104,1
CRMQuery-API/Dockerfile,DL3007,DL,warning,2021,Organization,Rust,99,1
CRMQuery-API/Dockerfile,DL3027,DL,warning,2021,Organization,Rust,99,1
CRMQuery-API/Dockerfile,DL3007,DL,warning,2021,Organization,Rust,99,1
CRMQuery-API/Dockerfile,DL3018,DL,warning,2021,Organization,Rust,99,1
stackformation/Dockerfile,DL3008,DL,warning,2018,User,Python,520,2
stackformation/Dockerfile,DL3042,DL,warning,2018,User,Python,520,2
stackformation/Dockerfile,DL3013,DL,warning,2018,User,Python,520,2
stackformation/Dockerfile,DL3003,DL,warning,2018,User,Python,520,2
stackformation/Dockerfile,DL3003,DL,warning,2018,User,Python,520,2
habitica/Dockerfile,DL3016,DL,warning,2020,Organization,JavaScript,1553888,30
jesse/Dockerfile,DL3008,DL,warning,2021,Organization,Python,6101,26
jesse/Dockerfile,DL3013,DL,warning,2021,Organization,Python,6101,26
jesse/Dockerfile,DL3042,DL,warning,2021,Organization,Python,6101,26
jesse/Dockerfile,DL3013,DL,warning,2021,Organization,Python,6101,26
jesse/Dockerfile,DL3042,DL,warning,2021,Organization,Python,6101,26
jesse/Dockerfile,DL3003,DL,warning,2021,Organization,Python,6101,26
jesse/Dockerfile,DL3042,DL,warning,2021,Organization,Python,6101,26
jesse/Dockerfile,DL3042,DL,warning,2021,Organization,Python,6101,26
scale-viewer-laravel/Dockerfile,DL3008,DL,warning,2020,User,PHP,708,2
scale-viewer-laravel/Dockerfile,DL3003,DL,warning,2020,User,PHP,708,2
scale-viewer-laravel/Dockerfile,DL3025,DL,warning,2020,User,PHP,708,2
dlrm/Dockerfile,DL3006,DL,warning,2020,User,Python,1356,22
dlrm/Dockerfile,DL3020,DL,error,2020,User,Python,1356,22
dlrm/Dockerfile,DL3042,DL,warning,2020,User,Python,1356,22
dlrm/Dockerfile,DL3042,DL,warning,2020,User,Python,1356,22
dlrm/Dockerfile,DL3020,DL,error,2020,User,Python,1356,22
optim_22_app/Dockerfile,DL3008,DL,warning,2021,Organization,Go,31926,3
wp-calypso/Dockerfile,DL3006,DL,warning,2021,Organization,JavaScript,537539,30
wp-calypso/Dockerfile,DL3006,DL,warning,2021,Organization,JavaScript,537539,30
